,frame_number,track_id,car_bbox,lp_bbox,lp_text,lp_conf
313,310,13,"(840, 158, 1128, 429)","(921, 370, 982, 392)",E6705,0.0
314,311,1,"(249, 231, 525, 477)","(335, 412, 375, 438)",8254_,0.9968389668726078
315,311,13,"(834, 168, 1123, 438)","(916, 375, 977, 398)",E6705,0.0
316,312,1,"(249, 231, 525, 477)","(336, 412, 375, 438)",8254_,0.7045156522343424
317,312,13,"(828, 172, 1119, 444)","(910, 381, 971, 405)",E6705,0.6340983436995057
318,313,13,"(821, 179, 1115, 449)","(904, 388, 966, 411)",E6705,0.0
319,314,13,"(814, 183, 1109, 456)","(898, 396, 960, 418)",E6705,0.5213624099293948
320,315,1,"(249, 231, 525, 477)","(336, 412, 375, 438)",8254,0.7045156522343424
321,315,13,"(809, 190, 1106, 464)","(893, 401, 955, 426)",E6705,0.0
322,316,1,"(249, 231, 525, 477)","(336, 412, 375, 438)",8254,0.7045156522343424
323,316,13,"(803, 196, 1101, 473)","(887, 410, 950, 433)",E6705,0.0
324,317,13,"(796, 200, 1098, 481)","(880, 416, 944, 440)",E6705,0.0
325,317,1,"(249, 231, 525, 477)","(336, 412, 375, 438)",8254,0.7045156522343424
326,318,13,"(790, 203, 1092, 490)","(874, 426, 938, 448)",E670S,0.7081533310877839
327,318,1,"(249, 231, 525, 477)","(337, 412, 375, 438)",8254,0.9998422265052797
328,319,13,"(782, 208, 1090, 494)","(868, 433, 933, 456)",E670S,0.0
329,319,1,"(249, 231, 525, 477)","(337, 412, 375, 438)",8254,0.9998422265052797
330,320,13,"(776, 215, 1085, 501)","(862, 440, 928, 463)",E670S,0.0
331,320,1,"(249, 231, 525, 477)","(337, 412, 375, 438)",8254,0.9998422265052797
332,321,13,"(768, 222, 1080, 508)","(855, 446, 921, 470)",E670S,0.5558009048957792
333,322,13,"(762, 226, 1076, 518)","(849, 455, 916, 478)",E670S,0.0
334,322,1,"(249, 231, 525, 477)","(329, 412, 374, 437)",8254,0.6142426054035625
335,323,13,"(756, 230, 1072, 525)","(843, 462, 910, 486)",E670S,0.6478737658889371
336,323,1,"(249, 231, 525, 477)","(329, 412, 374, 437)",8254,0.6142426054035625
337,324,13,"(748, 235, 1071, 535)","(836, 471, 904, 494)",E670S,0.0
338,324,1,"(249, 231, 525, 477)","(329, 412, 374, 437)",8254,0.6142426054035625
339,325,13,"(742, 239, 1065, 541)","(830, 478, 898, 502)",E670S,0.588457922349686
340,325,1,"(249, 231, 525, 477)","(329, 412, 374, 437)",8254,0.6142426054035625
341,326,13,"(734, 244, 1060, 552)","(823, 486, 891, 510)",E670S,0.6895721827778429
342,326,1,"(249, 231, 525, 477)","(335, 412, 376, 437)",8254,0.999997854232788
343,327,13,"(728, 248, 1053, 559)","(816, 494, 885, 518)",E670S,0.0
344,327,1,"(249, 231, 525, 477)","(328, 412, 374, 437)",82543,0.672579946152908
345,328,13,"(718, 258, 1047, 569)","(810, 503, 878, 527)",E670S,0.0
346,328,1,"(249, 231, 525, 477)","(328, 412, 374, 437)",82543,0.9940205430707364
347,329,1,"(249, 231, 525, 477)","(328, 412, 374, 437)",82543,0.9777139539849782
348,329,13,"(713, 264, 1043, 576)","(803, 511, 872, 535)",E670S,0.8725106430706093
349,330,1,"(249, 231, 525, 477)","(328, 412, 374, 437)",8254_,0.9957478315049636
350,330,13,"(703, 274, 1045, 589)","(796, 518, 866, 544)",E670S,0.0
351,331,1,"(249, 231, 525, 477)","(328, 412, 375, 437)",8254_,0.9999946355819702
352,331,13,"(696, 280, 1034, 597)","(789, 528, 859, 553)",E670S,0.8960356586956123
353,332,1,"(249, 231, 525, 477)","(328, 412, 374, 437)",8254_,0.9952592336149524
354,332,13,"(687, 283, 1028, 606)","(782, 537, 853, 562)",E670S,0.0
355,333,1,"(249, 231, 525, 477)","(327, 412, 374, 437)",8254_,0.5763570234390065
356,333,13,"(664, 291, 1024, 615)","(775, 545, 846, 571)",E670S,0.6061788753606676
357,334,1,"(249, 231, 525, 477)","(328, 412, 374, 437)",8254_,0.995351514642339
358,334,13,"(662, 296, 1018, 625)","(767, 555, 839, 581)",E670S,0.8027730421064172
359,335,1,"(249, 231, 525, 477)","(328, 412, 374, 437)",8254_,0.995351514642339
360,335,13,"(662, 302, 1012, 633)","(760, 564, 832, 590)",E670S,0.7000491940838902
361,336,1,"(249, 231, 525, 477)","(328, 412, 374, 437)",8254_,0.995351514642339
362,336,13,"(648, 309, 1007, 648)","(751, 574, 825, 600)",IA E670S,0.5143360214841196
363,337,1,"(249, 231, 525, 477)","(331, 412, 377, 437)",8254_,0.5826213923635775
364,337,13,"(645, 316, 1001, 669)","(744, 582, 818, 610)",IA E670S,0.8142672955035132
365,338,1,"(249, 232, 525, 477)","(332, 413, 379, 437)",8254_,0.783362891795684
366,338,13,"(639, 324, 996, 665)","(737, 593, 811, 620)",IA E670S,0.6393399769799984
367,339,13,"(632, 329, 992, 682)","(729, 603, 803, 631)",IA E670S,0.5505059782942094
368,339,1,"(249, 232, 525, 477)","(334, 413, 377, 437)",8254_,0.624762628827028
369,340,1,"(249, 232, 525, 478)","(333, 413, 378, 438)",8254_,0.0
370,341,1,"(249, 231, 525, 477)","(337, 412, 377, 436)",8254_,0.5732808993502744
371,342,1,"(249, 231, 525, 478)","(335, 412, 377, 437)",8254_,0.0
372,343,1,"(249, 231, 525, 477)","(336, 412, 379, 436)",8254_,0.9099242121169642
373,344,1,"(249, 232, 525, 477)","(333, 413, 377, 438)",8254_,0.0
374,345,1,"(249, 232, 525, 477)","(334, 413, 377, 437)",8254_,0.0
375,346,1,"(249, 231, 525, 477)","(336, 412, 375, 437)",8254_,0.9999752044677734
376,347,1,"(249, 232, 525, 477)","(334, 413, 378, 437)",8254_,0.0
377,348,1,"(249, 232, 525, 477)","(334, 413, 378, 437)",8254_,0.0
378,349,1,"(249, 232, 525, 477)","(333, 413, 377, 437)",8254_,0.0
379,350,1,"(249, 232, 525, 477)","(333, 413, 377, 437)",8254_,0.0
380,351,1,"(249, 232, 525, 477)","(334, 413, 377, 437)",8254_,0.0
381,353,1,"(249, 232, 525, 478)","(330, 413, 378, 438)",8254_,0.0
382,354,1,"(249, 231, 525, 478)","(333, 412, 377, 437)",8254_,0.0
383,355,1,"(249, 231, 525, 478)","(333, 412, 377, 437)",8254_,0.0
384,356,1,"(249, 231, 525, 478)","(333, 412, 377, 437)",8254_,0.0
385,357,1,"(249, 231, 525, 478)","(332, 412, 377, 437)",8254_,0.0
386,358,1,"(249, 231, 525, 477)","(333, 412, 373, 437)",8254_,0.9998952150344848
387,359,1,"(249, 231, 525, 477)","(332, 412, 373, 437)",8254_,0.9995598978837263
388,360,1,"(249, 231, 525, 477)","(332, 412, 373, 437)",8254_,0.9995598978837263
389,361,1,"(249, 231, 525, 477)","(333, 412, 373, 437)",8254_,0.9319700726713542
390,362,1,"(249, 232, 525, 477)","(334, 413, 379, 437)",8254_,0.8683133600167404
391,363,1,"(249, 231, 525, 477)","(334, 412, 373, 437)",8254,0.9999359846115112
392,364,1,"(249, 231, 525, 477)","(334, 412, 373, 437)",8254,0.9999359846115112
393,365,1,"(249, 231, 525, 477)","(334, 412, 373, 437)",8254,0.9999359846115112
394,366,1,"(249, 231, 525, 477)","(334, 412, 374, 437)",8254,0.6901791271524282
395,367,1,"(249, 231, 525, 477)","(334, 412, 374, 437)",8254,0.6901791271524282
396,368,1,"(249, 231, 525, 477)","(334, 412, 374, 437)",8254,0.6901791271524282
397,369,1,"(249, 231, 525, 477)","(334, 412, 374, 437)",8254,0.6901791271524282
398,370,1,"(249, 231, 525, 477)","(333, 412, 374, 437)",8254,0.994481205718156
399,371,1,"(249, 231, 525, 477)","(334, 412, 374, 437)",8254,0.6901791271524282
400,372,1,"(249, 231, 525, 477)","(334, 412, 374, 437)",8254_,0.6901791271524282
401,373,1,"(249, 231, 525, 477)","(334, 412, 374, 437)",8254_,0.6901791271524282
402,374,1,"(249, 231, 525, 477)","(334, 412, 374, 437)",8254_,0.6901791271524282
403,375,1,"(249, 231, 525, 477)","(335, 412, 373, 437)",8254_,0.9999446868896484
404,376,1,"(249, 231, 525, 477)","(335, 412, 373, 437)",8254_,0.9999446868896484
405,377,1,"(249, 231, 525, 477)","(334, 412, 373, 437)",8254_,0.9865590394307476
406,378,1,"(249, 231, 525, 477)","(334, 412, 373, 437)",8254_,0.7197925090835653
407,379,1,"(249, 231, 525, 477)","(334, 412, 373, 437)",8254_,0.9809158200169534
408,380,1,"(249, 231, 525, 477)","(334, 412, 373, 437)",8254_,0.9809158200169534
409,381,1,"(249, 231, 525, 477)","(334, 412, 373, 437)",8254,0.9809158200169534
410,382,1,"(249, 231, 525, 477)","(336, 412, 373, 437)",8254,0.9991402468112086
411,383,1,"(249, 231, 525, 477)","(334, 412, 373, 437)",8254,0.9809158200169534
412,384,1,"(249, 231, 525, 477)","(334, 412, 373, 437)",8254,0.9809158200169534
413,385,1,"(249, 232, 525, 477)","(336, 413, 380, 437)",8254,0.6208631803895512
414,386,1,"(249, 232, 525, 477)","(336, 413, 380, 437)",8254,0.6208631803895512
415,387,1,"(249, 232, 525, 477)","(336, 413, 380, 437)",8254,0.6208631803895512
416,388,1,"(249, 232, 525, 477)","(336, 413, 380, 437)",8254,0.6208631803895512
417,389,1,"(249, 232, 525, 477)","(337, 413, 380, 437)",8254,0.6208631803895512
418,390,1,"(249, 232, 525, 477)","(337, 413, 380, 437)",8254,0.6208631803895512
419,391,1,"(249, 232, 525, 477)","(337, 413, 380, 437)",8254,0.6208631803895512
420,392,1,"(249, 232, 525, 477)","(337, 413, 380, 437)",8254,0.5366497476385919
421,393,1,"(249, 232, 525, 477)","(337, 413, 380, 437)",8254S,0.5366497476385919
422,394,1,"(249, 232, 525, 477)","(338, 413, 380, 437)",8254S,0.8825367315440797
423,395,1,"(249, 232, 525, 477)","(337, 413, 380, 437)",8254S,0.85930210673087
424,396,1,"(249, 232, 525, 477)","(337, 413, 380, 437)",8254S,0.5831241857491457
425,397,1,"(249, 232, 525, 477)","(337, 413, 380, 437)",8254S,0.0
426,398,1,"(249, 232, 525, 477)","(336, 413, 380, 437)",8254S,0.6650022582969289
427,399,1,"(249, 232, 525, 477)","(336, 413, 380, 437)",8254S,0.6650022582969289
428,400,1,"(249, 232, 525, 477)","(336, 413, 380, 437)",8254S,0.6650022582969289
429,401,1,"(249, 232, 525, 477)","(337, 413, 380, 437)",8254S,0.7292894022162612
430,402,1,"(249, 232, 525, 478)","(333, 414, 380, 438)",8254S,0.5326177324122799
431,403,1,"(249, 232, 525, 478)","(332, 414, 381, 438)",8254S,0.8551231530273959
432,404,1,"(249, 232, 525, 478)","(333, 414, 381, 438)",8254S,0.9935760287194776
433,405,1,"(249, 232, 525, 478)","(330, 413, 381, 438)",8254S,0.0
434,406,1,"(249, 232, 525, 478)","(329, 413, 381, 438)",8254S,0.5458932206580115
435,407,1,"(249, 232, 525, 478)","(332, 414, 381, 438)",8254S,0.7481493265252187
436,408,1,"(249, 232, 525, 478)","(332, 414, 381, 438)",8254S,0.7481493265252187
437,409,1,"(249, 232, 525, 478)","(332, 414, 381, 438)",8254S,0.7290100598975022
438,410,1,"(249, 232, 525, 478)","(332, 414, 381, 438)",8254S,0.7290100598975022
439,411,1,"(249, 232, 525, 478)","(332, 414, 381, 438)",8254S,0.7290100598975022
440,412,1,"(249, 232, 525, 478)","(332, 414, 381, 438)",8254S,0.7290100598975022
441,413,1,"(249, 232, 525, 478)","(332, 414, 381, 438)",8254S,0.7290100598975022
442,414,1,"(249, 232, 525, 478)","(333, 414, 381, 438)",8254S,0.7772988152646768
443,415,1,"(249, 232, 525, 478)","(333, 414, 381, 438)",8254S,0.7772988152646768
444,416,1,"(249, 232, 525, 478)","(333, 414, 381, 438)",8254S,0.7772988152646768
445,417,1,"(249, 232, 525, 478)","(329, 413, 381, 438)",4 8254S,0.7542901678456995
446,418,1,"(249, 232, 525, 478)","(332, 413, 381, 438)",4 8254S,0.7665610735263042
447,419,1,"(249, 232, 525, 478)","(331, 413, 381, 438)",4 8254S,0.7848211967775262
448,420,1,"(249, 232, 525, 478)","(331, 413, 381, 438)",4 8254S,0.7848211967775262
449,421,1,"(249, 232, 525, 478)","(331, 413, 381, 438)",4 8254S,0.7665610735263042
450,422,1,"(249, 232, 525, 478)","(332, 413, 381, 438)",4 8254S,0.7665610735263042
451,423,1,"(249, 232, 525, 478)","(332, 413, 381, 438)",8254S,0.7665610735263042
452,424,1,"(249, 232, 525, 478)","(332, 413, 381, 438)",8254S,0.7665610735263042
453,425,1,"(249, 232, 525, 478)","(332, 413, 381, 438)",8254S,0.7665610735263042
454,426,1,"(249, 232, 525, 478)","(330, 413, 382, 438)",8254S,0.8272807608088725
455,427,1,"(249, 232, 525, 478)","(330, 413, 382, 438)",8254S,0.8272807608088725
456,428,1,"(249, 232, 525, 478)","(330, 413, 382, 438)",8254S,0.8418922456931329
457,429,1,"(249, 232, 525, 478)","(330, 413, 382, 438)",8254S,0.8064505583788945
458,431,1,"(249, 232, 525, 478)","(332, 413, 382, 438)",8254S,0.9342620551221522
459,432,1,"(249, 232, 525, 478)","(332, 413, 382, 438)",8254S,0.9342620551221522
460,433,1,"(249, 232, 525, 478)","(330, 413, 382, 438)",8254S,0.8279422585306078
461,434,1,"(249, 232, 525, 478)","(330, 413, 382, 438)",8254S,0.6688474740193304
462,435,1,"(249, 232, 525, 478)","(331, 413, 381, 438)",8254S,0.9558971709868568
463,436,1,"(249, 232, 525, 478)","(331, 413, 381, 438)",8254S,0.7581405617865326
464,437,1,"(249, 233, 525, 478)","(328, 414, 382, 440)",8254S,0.7700508297322198
465,438,1,"(249, 232, 525, 478)","(330, 413, 381, 439)",8254S,0.7788831541980029
466,439,1,"(249, 233, 525, 478)","(326, 414, 382, 440)",8254S,0.6706598702953601
467,440,1,"(249, 233, 525, 478)","(327, 414, 382, 439)",8254S,0.7742139960786742
468,441,1,"(249, 233, 525, 478)","(329, 414, 382, 439)",8254S,0.7195400027972516
469,442,1,"(249, 233, 525, 478)","(329, 414, 382, 439)",8254S,0.7996974749803132
470,443,1,"(249, 233, 525, 478)","(329, 414, 382, 439)",8254S,0.722926575226488
471,444,1,"(249, 233, 525, 478)","(328, 414, 382, 439)",8254S,0.0
472,445,1,"(249, 233, 525, 478)","(329, 414, 382, 439)",8254S,0.0
473,446,1,"(249, 233, 525, 478)","(328, 414, 382, 439)",8254S,0.6956504539538748
474,447,1,"(249, 233, 525, 478)","(328, 414, 382, 439)",8254S,0.6956504539538748
475,448,1,"(249, 233, 525, 478)","(328, 414, 382, 439)",8254S,0.6956504539538748
476,449,1,"(249, 232, 525, 478)","(330, 413, 381, 438)",8254S,0.91589936662952
477,450,1,"(249, 232, 525, 478)","(331, 413, 381, 438)",8254S,0.9417647616049348
478,452,1,"(249, 232, 525, 478)","(329, 413, 381, 439)",8254S,0.65265536441657
479,453,1,"(249, 232, 525, 478)","(329, 413, 381, 439)",8254S,0.0
480,454,1,"(249, 232, 525, 478)","(329, 413, 382, 439)",8254S,0.8135762985253452
481,455,1,"(249, 232, 525, 478)","(329, 413, 382, 439)",8254S,0.5116011890203409
482,456,1,"(249, 232, 525, 478)","(329, 413, 382, 439)",8254S,0.8135762985253452
483,457,1,"(249, 232, 525, 478)","(326, 413, 382, 440)",8254S,0.0
484,458,1,"(249, 232, 525, 478)","(326, 413, 382, 440)",8254S,0.0
485,459,1,"(249, 232, 525, 478)","(329, 413, 382, 438)",8254S,0.0
486,460,1,"(249, 232, 526, 478)","(329, 413, 382, 439)",8254S,0.0
487,461,1,"(249, 232, 526, 478)","(329, 413, 382, 439)",8254S,0.9097151489288556
488,462,1,"(249, 232, 525, 478)","(329, 413, 382, 439)",8254S,0.9097151489288556
489,463,1,"(249, 232, 525, 478)","(329, 413, 382, 439)",8254S,0.9097151489288556
490,464,1,"(249, 232, 525, 478)","(330, 413, 381, 439)",8254S,0.5239663380044267
491,465,1,"(249, 232, 525, 478)","(329, 413, 382, 439)",8254S,0.0
492,466,1,"(249, 232, 526, 478)","(328, 413, 382, 439)",8254S,0.5454842628514763
493,467,1,"(249, 233, 525, 478)","(326, 414, 381, 439)",8254S,0.0
494,468,1,"(249, 234, 526, 478)","(327, 414, 382, 441)",8254S,0.8599506245722476
495,469,1,"(249, 233, 526, 479)","(327, 415, 381, 440)",8254S,0.8661245318417266
496,470,1,"(249, 232, 526, 479)","(326, 415, 381, 440)",8254S,0.8691725508571685
497,471,1,"(249, 233, 526, 479)","(327, 415, 381, 441)",8254S,0.9362118073814256
498,472,1,"(249, 233, 526, 479)","(325, 415, 381, 441)",8254S,0.5535454116532155
499,474,1,"(249, 233, 526, 479)","(326, 415, 382, 440)",8254S,0.5795986263896168
500,475,1,"(249, 234, 526, 479)","(324, 415, 380, 441)",8254S,0.0
501,476,1,"(249, 233, 526, 479)","(325, 414, 382, 439)",8254S,0.9487023224162108
502,477,1,"(249, 233, 526, 479)","(326, 415, 381, 440)",8254S,0.0
503,478,1,"(249, 234, 526, 479)","(326, 415, 381, 440)",8254S,0.0
504,479,1,"(249, 233, 526, 479)","(328, 414, 381, 439)",8254S,0.8177371353937607
505,482,1,"(249, 233, 526, 478)","(324, 414, 382, 440)",8254S,0.713150549412097
506,483,1,"(249, 232, 526, 478)","(324, 414, 382, 438)",8254S,0.7900935935384457
507,484,1,"(249, 232, 526, 478)","(324, 414, 382, 438)",8254S,0.6787530209260425
508,485,1,"(249, 232, 526, 478)","(324, 414, 382, 438)",8254S,0.0
509,486,1,"(249, 232, 526, 478)","(324, 414, 381, 439)",8254S,0.0
510,487,1,"(249, 232, 526, 478)","(324, 414, 381, 439)",8254S,0.0
511,488,1,"(249, 232, 526, 478)","(324, 414, 381, 439)",8254S,0.0
512,489,1,"(249, 232, 526, 478)","(324, 414, 381, 439)",8254S,0.0
513,490,1,"(249, 232, 526, 478)","(324, 414, 381, 439)",8254S,0.0
514,491,1,"(249, 232, 526, 478)","(325, 414, 381, 439)",8254S,0.5772775732761146
515,492,1,"(249, 232, 526, 478)","(325, 414, 381, 439)",8254S,0.0
516,493,1,"(249, 231, 526, 478)","(324, 413, 382, 439)",8254S,0.8264341990604439
517,494,1,"(249, 231, 525, 478)","(324, 413, 381, 438)",8254S,0.5147628722992005
518,495,1,"(249, 231, 525, 478)","(324, 412, 381, 437)",8254S,0.7627377560949633
519,496,1,"(249, 231, 525, 478)","(324, 413, 381, 438)",8254S,0.0
520,497,1,"(249, 231, 526, 478)","(324, 413, 381, 439)",8254S,0.5016028475727902
521,498,1,"(249, 231, 525, 478)","(324, 413, 381, 438)",8254S,0.6035024269590272
522,499,1,"(249, 231, 525, 478)","(324, 413, 381, 438)",8254S,0.6786435304536775
523,500,1,"(250, 232, 526, 477)","(325, 413, 380, 437)",8254S,0.0
524,501,1,"(250, 232, 526, 477)","(325, 413, 380, 437)",8254S,0.0
525,502,1,"(249, 232, 526, 477)","(326, 413, 380, 438)",8254S,0.0
526,503,1,"(249, 232, 526, 477)","(326, 413, 380, 438)",8254S,0.0
527,504,1,"(249, 232, 526, 477)","(326, 413, 380, 438)",8254S,0.0
528,505,1,"(249, 232, 526, 477)","(326, 413, 380, 438)",8254S,0.0
529,506,1,"(250, 232, 526, 477)","(326, 413, 381, 437)",8254S,0.6112517281199411
530,507,1,"(249, 235, 525, 477)","(324, 412, 381, 438)",JA 82545,0.6871670572914327
531,508,1,"(250, 232, 526, 476)","(324, 415, 382, 439)",JA 82545,0.8101550922412508
532,509,1,"(250, 234, 526, 477)","(325, 412, 381, 439)",JA 82545,0.5329606243115372
533,510,1,"(249, 234, 526, 478)","(328, 415, 380, 440)",JA 82545,0.6037649287774869
534,511,1,"(250, 232, 526, 477)","(328, 413, 380, 437)",JA 82545,0.6027953910126096
535,512,1,"(250, 232, 526, 477)","(331, 413, 381, 437)",JA 82545,0.0
536,517,1,"(250, 231, 526, 476)","(327, 413, 380, 438)",JA 82545,0.5219657459374161
537,518,1,"(250, 231, 526, 476)","(328, 412, 380, 438)",JA 82545,0.0
538,519,1,"(250, 232, 526, 476)","(326, 413, 380, 438)",JA 82545,0.0
539,520,1,"(250, 232, 525, 477)","(328, 413, 378, 438)",JA 82545,0.0
540,521,1,"(250, 234, 526, 476)","(325, 413, 378, 439)",JA 82545,0.0
541,522,1,"(250, 232, 526, 478)","(327, 414, 380, 440)",8254S,0.5699184940998767
542,523,1,"(250, 232, 526, 477)","(326, 413, 379, 438)",8254S,0.7185235209130261
543,524,1,"(250, 233, 526, 476)","(326, 413, 379, 437)",8254S,0.7822558731690971
544,525,1,"(250, 233, 526, 478)","(326, 414, 379, 439)",8254S,0.0
545,526,1,"(250, 232, 526, 477)","(328, 413, 380, 439)",8254S,0.6198882776040131
546,527,1,"(249, 233, 526, 477)","(325, 414, 379, 440)",8254S,0.0
547,528,1,"(249, 233, 526, 477)","(324, 414, 379, 440)",JA 82545,0.9408620589238218
548,529,1,"(250, 234, 526, 478)","(326, 414, 379, 439)",JA 82545,0.5499228940002938
549,529,15,,,M,0.9653663678946032
550,530,1,"(250, 233, 526, 477)","(327, 414, 381, 440)",JA 82545,0.9530739598964868
551,531,1,"(250, 233, 525, 477)","(328, 413, 378, 439)",JA 82545,0.0
552,532,1,"(250, 233, 526, 477)","(326, 414, 379, 439)",JA 82545,0.0
553,533,1,"(250, 233, 525, 477)","(327, 414, 379, 439)",JA 82545,0.5936217279230428
554,534,1,"(250, 233, 525, 477)","(327, 414, 379, 439)",JA 82545,0.0
555,534,15,"(917, 1, 1085, 90)","(975, 49, 1014, 63)",M,0.9005073329237945
556,535,1,"(250, 233, 525, 477)","(331, 413, 381, 439)",JA 82545,0.6691702445157336
557,535,15,"(914, 1, 1085, 95)","(973, 52, 1013, 67)",M,0.0
558,536,1,"(250, 233, 526, 477)","(325, 414, 379, 439)",JA 82545,0.9595920113288372
559,536,15,"(912, 0, 1086, 98)","(973, 55, 1012, 70)",M,0.0
560,537,1,"(250, 233, 526, 477)","(325, 414, 379, 439)",8254S,0.9595920113288372
561,537,15,"(910, 0, 1086, 102)","(970, 57, 1010, 73)",M,0.620312352084381
562,538,1,"(250, 233, 526, 477)","(325, 414, 379, 439)",8254S,0.9595920113288372
563,538,15,"(909, 0, 1086, 105)","(969, 61, 1009, 76)",M,0.0
564,539,1,"(250, 233, 526, 477)","(325, 414, 379, 439)",8254S,0.9988518674458788
565,539,15,"(906, 0, 1084, 105)","(969, 65, 1008, 79)",M,0.0
566,540,15,"(904, 0, 1084, 108)","(966, 68, 1006, 83)",M,0.0
567,540,1,"(250, 234, 525, 477)","(326, 414, 379, 440)",8254S,0.0
568,541,15,"(902, 0, 1084, 113)","(964, 71, 1005, 86)",M,0.0
569,541,1,"(250, 233, 526, 477)","(325, 414, 379, 440)",8254S,0.7705490029082483
570,542,15,"(901, 0, 1082, 119)","(962, 74, 1004, 89)",M,0.0
571,542,1,"(250, 233, 526, 477)","(325, 414, 379, 439)",8254S,0.9994432509224715
572,543,15,"(898, 0, 1081, 121)","(964, 78, 1002, 93)",M,0.0
573,543,1,"(250, 233, 526, 477)","(325, 414, 379, 440)",8254S,0.0
574,544,15,"(896, 0, 1080, 122)","(959, 81, 1000, 96)",M,0.0
575,544,1,"(250, 233, 526, 477)","(325, 414, 379, 439)",8254S,0.9637688345282278
576,545,15,"(894, 0, 1078, 129)","(957, 84, 999, 99)",M,0.0
577,545,1,"(250, 233, 526, 477)","(325, 414, 379, 439)",8254S,0.0
578,546,15,"(890, 0, 1077, 130)","(955, 87, 997, 102)",M,0.0
579,546,1,"(250, 233, 526, 477)","(325, 413, 379, 439)",8254S,0.0
580,547,15,"(887, 0, 1077, 137)","(955, 91, 995, 107)",M,0.0
581,547,1,"(250, 233, 526, 477)","(325, 413, 379, 439)",8254S,0.5204145124718369
582,548,15,"(885, 0, 1076, 139)","(952, 95, 994, 110)",M,0.0
583,548,1,"(250, 233, 526, 477)","(325, 414, 379, 439)",8254S,0.0
584,549,1,"(250, 233, 526, 477)","(325, 413, 379, 439)",8254S,0.0
585,549,15,"(883, 0, 1074, 142)","(950, 99, 992, 115)",M,0.0
586,550,1,"(250, 232, 526, 477)","(326, 413, 378, 438)",8254S,0.0
587,550,15,"(881, 0, 1072, 146)","(947, 101, 991, 118)",M,0.0
588,551,1,"(250, 234, 526, 477)","(328, 413, 377, 440)",8254S,0.0
589,551,15,"(880, 0, 1071, 151)","(945, 106, 988, 121)",M,0.0
590,552,1,"(250, 232, 526, 477)","(329, 413, 380, 439)",8254S,0.5496181035933696
591,552,15,"(877, 0, 1070, 153)","(944, 108, 986, 125)",M,0.0
592,553,1,"(250, 232, 526, 477)","(326, 413, 379, 437)",8254S,0.8001077513387999
593,553,15,"(876, 0, 1068, 153)","(940, 112, 986, 129)",M,0.0
594,554,15,"(872, 0, 1068, 160)","(938, 115, 983, 131)",M,0.0
595,554,1,"(250, 232, 526, 477)","(325, 413, 379, 438)",8254S,0.0
596,555,15,"(871, 1, 1068, 165)","(937, 119, 981, 136)",M,0.0
597,555,1,"(250, 232, 526, 477)","(326, 413, 380, 438)",8254S,0.57765495928658
598,556,15,"(868, 3, 1065, 173)","(934, 123, 978, 140)",M,0.0
599,556,1,"(250, 232, 526, 477)","(326, 413, 379, 438)",8254S,0.0
600,557,15,"(866, 9, 1064, 173)","(932, 127, 977, 144)",M,0.0
601,557,1,"(250, 232, 526, 476)","(325, 412, 380, 438)",8254S,0.6774989909596095
602,558,15,"(864, 12, 1062, 178)","(929, 132, 975, 148)",M,0.0
603,558,1,"(250, 232, 526, 477)","(328, 413, 378, 437)",8254S,0.0
604,559,15,"(860, 15, 1061, 187)","(926, 136, 974, 156)",M,0.0
605,559,1,"(250, 232, 526, 477)","(326, 413, 378, 438)",8254S,0.0
606,560,15,"(857, 19, 1059, 187)","(925, 142, 970, 159)",M,0.8173533082008362
607,560,1,"(249, 234, 525, 476)","(325, 412, 381, 440)",8254S,0.0
608,561,15,"(853, 23, 1057, 189)","(922, 146, 968, 162)",M,0.7669087052345276
609,561,1,"(250, 232, 525, 477)","(329, 414, 379, 438)",8254S,0.0
610,562,15,"(849, 25, 1055, 197)","(922, 150, 966, 167)",M,0.0
611,562,1,"(249, 235, 525, 477)","(326, 414, 381, 441)",8254S,0.9659168789325484
612,563,15,"(848, 31, 1052, 200)","(919, 155, 963, 172)",M,0.0
613,563,1,"(250, 232, 526, 477)","(325, 413, 380, 439)",8254S,0.9492506700533774
614,564,15,"(845, 33, 1052, 205)","(916, 158, 961, 175)",M,0.0
615,565,1,"(250, 232, 525, 477)","(326, 413, 380, 438)",8254S,0.0
616,565,15,"(843, 36, 1050, 217)","(911, 162, 959, 180)",M,0.0
617,566,15,"(839, 40, 1048, 219)","(909, 167, 956, 186)",M,0.0
618,566,1,"(250, 232, 525, 477)","(326, 413, 379, 438)",8254S,0.0
619,567,15,"(836, 44, 1048, 221)","(905, 171, 954, 189)",M,0.0
620,567,1,"(249, 232, 526, 477)","(324, 413, 379, 440)",8254S,0.7682805016592498
621,568,15,"(834, 47, 1046, 228)","(904, 176, 950, 194)",M,0.0
622,568,1,"(250, 232, 525, 477)","(325, 413, 380, 438)",8254S,0.6511950969868189
623,569,15,"(831, 52, 1042, 233)","(900, 181, 948, 198)",M,0.0
624,569,1,"(250, 232, 525, 477)","(326, 413, 381, 439)",8254S,0.0
625,570,1,"(249, 232, 525, 477)","(324, 413, 379, 438)",8254S,0.0
626,570,17,"(1146, 0, 1279, 137)","(1209, 97, 1254, 114)",WKT,0.7485070048597399
627,570,15,"(827, 55, 1042, 234)","(899, 186, 945, 204)",396L,0.9532711505889891
628,571,1,"(249, 232, 525, 477)","(323, 413, 381, 441)",8254S,0.5136283098192749
